License Issue Date,Animal's Name,License Number,Primary Breed,Secondary Breed,Species,ZIP Code
2018-03-01,Boba,141117,"Retriever, Labrador",,Dog,98168
2018-03-01,Lilly,835321,"Terrier, American Pit Bull",Rhodesian Ridgeback,Dog,98122
2018-03-01,Lia,140073,Australian Shepherd,,Dog,98101
2018-03-01,Sookie,141159,"Retriever, Labrador",,Dog,98109
2018-03-01,Roux,126766,"Welsh Corgi, Pembroke",German Shepherd,Dog,98102
2018-03-01,Emma,141140,"Retriever, Golden",,Dog,98115
2018-03-01,Glacier,126114,"Retriever, Golden","Poodle, Standard",Dog,98107
2018-03-01,Ada,112029,Border Collie,,Dog,98122
2018-03-01,"Tessa-Molly ""TeMolly""",141123,"Bulldog, English",,Dog,98122
2018-03-01,Kiko,141128,"Welsh Corgi, Pembroke",,Dog,98102
2018-03-01,Kira,111597,Rottweiler,"Retriever, Labrador",Dog,98118
2018-03-01,Hannah,141150,Border Collie,Australian Shepherd,Dog,98105
2018-03-01,Nya,106375,"Retriever, Labrador",Border Collie,Dog,98178
2018-03-01,Lilith,78559,Rhodesian Ridgeback,Hound,Dog,98107
2018-03-01,Lucy Bee,127577,German Shepherd,Chinese Shar-Pei,Dog,98118
2018-03-01,Bruin,111589,"Retriever, Labrador","Poodle, Miniature",Dog,98117
2018-03-01,Milou,141126,"Poodle, Standard",,Dog,98109
2018-03-01,Zoey,141139,German Shepherd,Siberian Husky,Dog,98103
2018-03-01,Porta,141122,"Chihuahua, Short Coat",,Dog,98144
2018-03-01,Lhotse,141142,"Griffon, Wirehaired Pointing",,Dog,98118
2018-03-01,Ella,141137,Keeshond,Chow Chow,Dog,98199
2018-03-01,Shosho,141146,Terrier,"Dachshund, Miniature Wire Haired",Dog,98118
2018-03-01,Holly,141141,"Retriever, Golden",,Dog,98125
2018-03-01,Tesla,114032,"Vizsla, Smooth Haired",,Dog,98117
2018-03-01,Juneau,141115,Siberian Husky,,Dog,98115
2018-03-01,Chelsea,107512,Shepherd,,Dog,98117
2018-03-01,Bella,110701,Shih Tzu,Mix,Dog,98136
2018-03-01,Tilly Rue,27057,Border Collie,Australian Shepherd,Dog,98136
2018-03-01,Allie,83965,"Schnauzer, Standard","Terrier, Soft Coated Wheaten",Dog,98107
2018-03-01,Marta,141119,Border Collie,"Retriever, Labrador",Dog,98125
2018-02-28,Mina Minx,69135,Domestic Shorthair,,Cat,98118
2018-02-28,Madeline,109689,Domestic Shorthair,,Cat,98117
2018-02-28,Max,109688,Domestic Shorthair,,Cat,98117
2018-02-28,Gabby,76892,Domestic Shorthair,,Cat,98126
2018-02-28,Morgana,140072,Domestic Shorthair,Mix,Cat,98107
2018-02-28,Maeve,72725,British Shorthair,,Cat,98115
2018-02-28,Rowan,140681,American Shorthair,Mix,Cat,98115
2018-02-28,Pepper,110049,Domestic Shorthair,Mix,Cat,98119
2018-02-28,Simon,344853,Domestic Shorthair,,Cat,98117
2018-02-28,Boo,345657,Domestic Medium Hair,,Cat,98116
2018-02-28,Mojo,345658,Domestic Medium Hair,,Cat,98116
2018-02-28,Kaipo,346054,Domestic Shorthair,,Cat,98125
2018-02-28,Boris,346105,Domestic Shorthair,,Cat,98199
2018-02-28,MaiTaiFlipFlopFishyPants,346409,Domestic Shorthair,,Cat,98125
2018-02-28,Josie,346435,Domestic Medium Hair,,Cat,98108
2018-02-28,Komet,346536,American Shorthair,,Cat,98136
2018-02-28,Smudge,346996,Domestic Medium Hair,,Cat,98117
2018-02-28,Clyde,347354,Siamese,,Cat,98118
2018-02-28,Silvia,349213,Domestic Shorthair,,Cat,98112
2018-02-28,,349834,Domestic Shorthair,,Cat,98117
2018-02-28,Wendell,349920,Domestic Medium Hair,,Cat,98103
2018-02-28,Kobuk,350073,Domestic Longhair,,Cat,98115
2018-02-28,SweetPea,350152,Domestic Medium Hair,Maine Coon,Cat,98116
2018-02-28,Oliver,350682,Domestic Shorthair,,Cat,98107
2018-02-28,George,350684,Domestic Shorthair,,Cat,98117
2018-02-28,Buddy,350799,Domestic Shorthair,,Cat,98116
2018-02-28,Angel,350800,Domestic Medium Hair,,Cat,98116
2018-02-28,Munch,350963,Domestic Shorthair,,Cat,98133
2018-02-28,Starr,351034,Domestic Medium Hair,,Cat,98104
2018-02-28,Charlie,351274,Domestic Shorthair,,Cat,98199
2018-02-28,Rigel,351276,Birman,Himalayan,Cat,98115
2018-02-28,Kobu,351363,Domestic Medium Hair,,Cat,98117
2018-02-28,Pinot,351364,Domestic Shorthair,,Cat,98117
2018-02-28,Kirby,351399,Domestic Shorthair,,Cat,98133
2018-02-28,Kitty,351483,Domestic Shorthair,,Cat,98105
2018-02-28,Pablo,351500,Domestic Shorthair,,Cat,98118
2018-02-28,Misty,352258,Domestic Shorthair,,Cat,98117
2018-02-28,Sophie,353014,American Shorthair,,Cat,98125
2018-02-28,Sophie,353166,Domestic Shorthair,,Cat,98144
2018-02-28,Dora,353233,Domestic Medium Hair,,Cat,98103
2018-02-28,Pip,353241,Domestic Shorthair,,Cat,98178
2018-02-28,Mr Blackie,353348,Domestic Shorthair,Mix,Cat,98117
2018-02-28,Pickles,361478,Domestic Shorthair,,Cat,98121
2018-02-28,Apollo,434982,Domestic Shorthair,Mix,Cat,98103
2018-02-28,Scout,444093,Domestic Medium Hair,,Cat,98199
2018-02-28,Indie,444094,Domestic Medium Hair,,Cat,98199
2018-02-28,Kuulei,444151,Siamese,Mix,Cat,98104
2018-02-28,Dori,444176,American Shorthair,,Cat,98122
2018-02-28,Thea,444177,American Shorthair,,Cat,98122
2018-02-28,Maggie,444184,Domestic Shorthair,,Cat,98199
2018-02-28,Mouse,444185,Domestic Shorthair,,Cat,98199
2018-02-28,Edgar,444241,Domestic Shorthair,,Cat,98125
2018-02-28,Halle,444247,Domestic Shorthair,,Cat,98121
2018-02-28,,444358,Domestic Shorthair,,Cat,98103
2018-02-28,Lola,444694,Domestic Medium Hair,,Cat,98122
2018-02-28,Chaos,444892,Domestic Shorthair,,Cat,98115
2018-02-28,Einstein,444893,Domestic Shorthair,,Cat,98115
2018-02-28,Bella,444961,Domestic Shorthair,,Cat,98109
2018-02-28,Dexter,444962,Domestic Shorthair,,Cat,98109
2018-02-28,Jack,444963,Domestic Medium Hair,,Cat,98109
2018-02-28,Beans,445483,Domestic Shorthair,,Cat,98126
2018-02-28,Sandwiches,445484,Domestic Longhair,,Cat,98126
2018-02-28,Ho Lan,445489,Domestic Shorthair,,Cat,98103
2018-02-28,Penny,731065,Domestic Shorthair,,Cat,98118
2018-02-28,Clover,111127,Domestic Shorthair,,Cat,98122
2018-02-28,Wilco,104363,Domestic Longhair,Mix,Cat,98122
2018-02-28,Tootsie,112939,Domestic Shorthair,Mix,Cat,98115
2018-02-28,Zin,111488,Domestic Shorthair,,Cat,98119
2018-02-28,Buddy,81756,Australian Shepherd,"Poodle, Standard",Dog,98144
2018-02-28,Tater,140680,"Chihuahua, Short Coat",Mix,Dog,98117
2018-02-28,Buddy,110048,"Terrier, Border",Mix,Dog,98119
2018-02-28,Walnut,344126,Pomeranian,,Dog,98106
2018-02-28,Zorro,348591,"Poodle, Miniature",Japanese Chin,Dog,98115
2018-02-28,Kuma,348592,"Poodle, Miniature",Japanese Chin,Dog,98115
2018-02-28,Ozzie,349245,"Retriever, Golden","Poodle, Standard",Dog,98122
2018-02-28,Eduardo,351917,"Chihuahua, Short Coat",,Dog,98144
2018-02-28,Mochi,352539,"Retriever, Labrador",Shiba Inu,Dog,98125
2018-02-28,Duke Charles,352594,"Spaniel, American Cocker","Poodle, Miniature",Dog,98103
2018-02-28,Macho,354038,"Terrier, Yorkshire",Maltese,Dog,98115
2018-02-28,Jake,354343,"Retriever, Golden","Poodle, Miniature",Dog,98117
2018-02-28,Raleigh,355377,Basenji,,Dog,98133
2018-02-28,Raleigh,355592,"Retriever, Labrador",,Dog,98125
2018-02-28,Zen,355636,"Welsh Corgi, Pembroke",Australian Shepherd,Dog,98105
2018-02-28,Lazlo,355742,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98107
2018-02-28,Phil,356482,"Dachshund, Standard Smooth Haired",Mix,Dog,98116
2018-02-28,Steve,356688,"Terrier, Soft Coated Wheaten",,Dog,98122
2018-02-28,Ernie,357027,Portuguese Water Dog,,Dog,98199
2018-02-28,Miguel,357302,German Shepherd,Mix,Dog,98119
2018-02-28,Paco,357373,"Chihuahua, Short Coat",,Dog,98117
2018-02-28,DJ,357405,Dalmatian,"Terrier, American Pit Bull",Dog,98115
2018-02-28,Lester,357451,"Poodle, Standard","Retriever, Labrador",Dog,98125
2018-02-28,Max,358039,"Retriever, Labrador",,Dog,98126
2018-02-28,Yogi,358170,"Dachshund, Miniature Long Haired",,Dog,98125
2018-02-28,Hugo,358242,"Chihuahua, Short Coat",,Dog,98116
2018-02-28,Bully,358437,"Schnauzer, Miniature","Poodle, Miniature",Dog,98136
2018-02-28,Blu,358505,German Shepherd,,Dog,98136
2018-02-28,Cooper,358595,"Spaniel, English Springer",,Dog,98107
2018-02-28,George,358670,"Dachshund, Standard Smooth Haired",Terrier,Dog,98122
2018-02-28,Willy,358739,"Welsh Corgi, Cardigan","Terrier, Rat",Dog,98125
2018-02-28,Bruce,358863,Great Pyrenees,,Dog,98115
2018-02-28,Archie,359175,Rhodesian Ridgeback,,Dog,98125
2018-02-28,Benjii,359866,"Retriever, Flat-Coated",,Dog,98146
2018-02-28,Bryan,360063,Terrier,Mix,Dog,98136
2018-02-28,Charlie,360226,Miniature Pinscher,,Dog,98115
2018-02-28,Ace,360282,Pomeranian,,Dog,98118
2018-02-28,,444218,"Terrier, Jack Russell",,Dog,98106
2018-02-28,Norman,444274,"Bulldog, French",,Dog,98177
2018-02-28,Gunnar,444285,Hound,"Retriever, Labrador",Dog,98107
2018-02-28,Gus,444333,"Retriever, Golden",Australian Shepherd,Dog,98133
2018-02-28,Dingo,444397,"Chihuahua, Short Coat",Mix,Dog,98106
2018-02-28,Shotgun,444398,Papillon,,Dog,98106
2018-02-28,Ragnar,444702,"Poodle, Standard",Australian Shepherd,Dog,98122
2018-02-28,Otis,444721,"Bulldog, French",,Dog,98102
2018-02-28,Bugsy,444723,Pug,,Dog,98199
2018-02-28,Maximo,444730,Havanese,"Schnauzer, Miniature",Dog,98115
2018-02-28,Lewis Lebowski,444844,"Terrier, Boston","Bulldog, French",Dog,98115
2018-02-28,Katsu,444932,Shiba Inu,,Dog,98109
2018-02-28,Wilson,444938,"Retriever, Golden",,Dog,98107
2018-02-28,Hutton,731229,"Terrier, Yorkshire",,Dog,98119
2018-02-28,Jack,731442,"Retriever, Labrador",,Dog,98136
2018-02-28,Jax,731449,Australian Cattle Dog,Australian Shepherd,Dog,98115
2018-02-28,Einstein,731475,"Chihuahua, Short Coat",Beagle,Dog,98107
2018-02-28,Merlin,731483,"Dachshund, Standard Wire Haired",,Dog,98117
2018-02-28,Jules,731528,"Poodle, Miniature",Lhasa Apso,Dog,98121
2018-02-28,Rommy,731557,Shih Tzu,,Dog,98108
2018-02-28,Griffin,116805,Shiloh Shepherd,,Dog,98133
2018-02-28,Klaus,141135,German Shepherd,,Dog,98177
2018-02-28,Owen,141153,"Welsh Corgi, Pembroke",,Dog,98115
2018-02-28,Auggie,83755,Pug,"Terrier, Boston",Dog,98106
2018-02-28,Harley,141144,Mix,Mix,Dog,98103
2018-02-28,Oscar,112018,Boxer,,Dog,98102
2018-02-28,Scruffy,15352,"Terrier, Yorkshire","Poodle, Miniature",Dog,98118
2018-02-28,Ewan,141155,"Spaniel, American Cocker","Retriever, Golden",Dog,98103
2018-02-28,Ezra,141156,"Spaniel, English Cocker","Retriever, Golden",Dog,98103
2018-02-28,Coby,141151,"Retriever, Labrador",,Dog,98115
2018-02-28,Connor,141132,Terrier,Shih Tzu,Dog,98112
2018-02-28,Hobbes,118780,German Shepherd,Siberian Husky,Dog,98115
2018-02-28,Reggie,141121,Mix,,Dog,98122
2018-02-28,Shrek,141114,"Retriever, Golden",,Dog,98177
2018-02-28,Ken,11051,Terrier,Mix,Dog,98107
2018-02-28,Ricco,111754,"Retriever, Labrador",,Dog,98102
2018-02-28,Seraphina,111625,Shih Tzu,,Dog,98101
2018-02-28,Gabby,82141,"Retriever, Golden",,Dog,98105
2018-02-28,Geeta,110039,Border Collie,Mix,Dog,98109
2018-02-28,Blaze,78489,"Retriever, Nova Scotia Duck Tolling",,Dog,98116
2018-02-28,Lexy,27601,"Spaniel, Cavalier King Charles","Spaniel, American Cocker",Dog,98107
2018-02-28,Sky,140682,"Retriever, Labrador",,Dog,98109
2018-02-28,Suki,140683,Pekingese,Shih Tzu,Dog,98116
2018-02-28,Jessi,348594,"Retriever, Flat-Coated",Mix,Dog,98199
2018-02-28,Harley,352255,Maltese,Mix,Dog,98106
2018-02-28,Micha,352590,"Poodle, Toy",,Dog,98133
2018-02-28,Ruby,353866,"Retriever, Golden",,Dog,98115
2018-02-28,Mitra,353924,German Shepherd,Siberian Husky,Dog,98144
2018-02-28,Queen Lilo,354166,"Schnauzer, Miniature","Poodle, Miniature",Dog,98122
2018-02-28,Dakota,354186,Shetland Sheepdog,,Dog,98199
2018-02-28,Mia,354873,Miniature Pinscher,,Dog,98106
2018-02-28,Kate,355826,Australian Shepherd,,Dog,98119
2018-02-28,Velcro,356325,Terrier,Mix,Dog,98199
2018-02-28,Richelle,356352,German Shepherd,,Dog,98106
2018-02-28,Kaley,356813,"Retriever, Labrador",,Dog,98177
2018-02-28,Mimi,356950,"Terrier, Yorkshire",,Dog,98177
2018-02-28,Zoey,357025,"Terrier, American Pit Bull",,Dog,98107
2018-02-28,Daphne,357157,Australian Cattle Dog,,Dog,98122
2018-02-28,Maui,357209,"Retriever, Labrador",,Dog,98103
2018-02-28,Giselle,357369,"Terrier, Staffordshire Bull",,Dog,98115
2018-02-28,Nina,357419,"Chihuahua, Short Coat",,Dog,98118
2018-02-28,Rainie,357569,Maltese,,Dog,98133
2018-02-28,Bambi,358232,"Dachshund, Miniature Long Haired",,Dog,98125
2018-02-28,Juno,358295,Siberian Husky,"Retriever, Labrador",Dog,98117
2018-02-28,Cookie,358378,Australian Shepherd,Mix,Dog,98115
2018-02-28,Xandari,358529,Border Collie,Mix,Dog,98102
2018-02-28,Matilda/Matty,358587,Siberian Husky,Shepherd,Dog,98108
2018-02-28,Sparkles,358708,"Retriever, Labrador","Poodle, Miniature",Dog,98109
2018-02-28,Kona,358776,"Schnauzer, Miniature",Terrier,Dog,98125
2018-02-28,Rambo,359205,"Poodle, Miniature",Spaniel,Dog,98115
2018-02-28,Meadow,359624,Maltese,"Poodle, Miniature",Dog,98122
2018-02-28,Maggie,359869,"Schnauzer, Miniature","Poodle, Miniature",Dog,98116
2018-02-28,Mesa,359871,"Retriever, Labrador",Beagle,Dog,98119
2018-02-28,Maisie,359878,German Shepherd,"Retriever, Labrador",Dog,98136
2018-02-28,Ms Benni,360068,"Chihuahua, Short Coat",Mix,Dog,98117
2018-02-28,Nelly,444211,Pug,Beagle,Dog,98101
2018-02-28,Gracie,444284,Greyhound,"Retriever, Labrador",Dog,98107
2018-02-28,Darby,444292,"Retriever, Labrador","Poodle, Standard",Dog,98136
2018-02-28,Dixie,444293,"Retriever, Golden","Poodle, Standard",Dog,98136
2018-02-28,Zoey,444675,"Retriever, Labrador","Terrier, American Staffordshire",Dog,98118
2018-02-28,Targa,444703,"Poodle, Standard","Retriever, Labrador",Dog,98122
2018-02-28,Ruby,444716,"Vizsla, Smooth Haired",,Dog,98112
2018-02-28,Pema,444719,Weimaraner,,Dog,98199
2018-02-28,Brooklyn,444741,"Terrier, Welsh",,Dog,98122
2018-02-28,Scout,444749,Havanese,,Dog,98108
2018-02-28,Sophie,444857,Basenji,,Dog,98115
2018-02-28,Taryn,444927,"Dachshund, Standard Smooth Haired",,Dog,98106
2018-02-28,Lucy,444933,"Terrier, Jack Russell","Chihuahua, Short Coat",Dog,98103
2018-02-28,Kimmy,731243,Border Collie,"Retriever, Labrador",Dog,98177
2018-02-28,D D,731402,"Retriever, Labrador",,Dog,98125
2018-02-28,Tallula,731450,"Retriever, Labrador","Poodle, Standard",Dog,98118
2018-02-28,Penny,731496,German Shepherd,"Retriever, Labrador",Dog,98117
2018-02-28,Ellie,731517,"Welsh Corgi, Pembroke",Pomeranian,Dog,98144
2018-02-28,Lulu,731518,"Welsh Corgi, Pembroke",Pomeranian,Dog,98144
2018-02-28,Chloe,110277,"Bulldog, French",,Dog,98117
2018-02-28,Jorie,114365,Xoloitzcuintli,,Dog,98144
2018-02-28,Kiko,141136,German Shepherd,,Dog,98107
2018-02-28,Ryley,901831,"Retriever, Labrador","Terrier, American Pit Bull",Dog,98102
2018-02-28,Greta,56381,"Chihuahua, Short Coat",,Dog,98122
2018-02-28,Maile,278546,Pug,Beagle,Dog,98199
2018-02-28,Zoey,78319,Pug,Beagle,Dog,98199
2018-02-28,Maya,80332,Australian Shepherd,"Retriever, Labrador",Dog,98117
2018-02-28,Holly,141125,Australian Shepherd,,Dog,98102
2018-02-28,Callie,27326,Border Collie,,Dog,98105
2018-02-28,Stella,141138,"Schnauzer, Miniature","Poodle, Miniature",Dog,98117
2018-02-28,Daisy Hunter,141133,Maltese,"Poodle, Miniature",Dog,98199
2018-02-28,Eleonor,27937,"Retriever, Labrador","Spaniel, American Cocker",Dog,98115
2018-02-28,Edwina,14791,"Terrier, Scottish","Poodle, Miniature",Dog,98103
2018-02-28,Zoe,82035,Pug,,Dog,98116
2018-02-28,Bean,141147,Bullmastiff,,Dog,98112
2018-02-28,Pinto,141148,Bullmastiff,,Dog,98112
2018-02-28,Camila,141120,"Retriever, Labrador",,Dog,98102
2018-02-28,Misha,141154,Saint Bernard,,Dog,98103
2018-02-28,Clio,107964,"Retriever, Labrador",,Dog,98115
2018-02-28,Xena,109853,German Shepherd,,Dog,98115
2018-02-28,Lili Marleen,141118,"Retriever, Labrador",,Dog,98109
2018-02-27,Bandit,141053,Domestic Medium Hair,,Cat,98199
2018-02-27,Bea,77667,Domestic Longhair,,Cat,98115
2018-02-27,Gary Oak,77666,Siamese,,Cat,98115
2018-02-27,Boots,74243,Domestic Medium Hair,,Cat,98118
2018-02-27,Otto,74214,Domestic Shorthair,,Cat,98117
2018-02-27,Ulysses,74209,Domestic Shorthair,,Cat,98117
2018-02-27,Henry,69124,Domestic Shorthair,,Cat,98136
2018-02-27,,110713,Domestic Longhair,Mix,Cat,98144
2018-02-27,Cassy,112060,Domestic Shorthair,,Cat,98103
2018-02-27,Arrow,28542,Domestic Shorthair,,Cat,98115
2018-02-27,Winnie,28539,Domestic Shorthair,,Cat,98115
2018-02-27,Miao Miao,106555,Bombay,Bombay,Cat,98112
2018-02-27,Data,137790,Domestic Shorthair,Mix,Cat,98106
2018-02-27,Callie,141001,Maine Coon,,Cat,98105
2018-02-27,Meko,141002,Maine Coon,,Cat,98105
2018-02-27,Midnight,72473,Domestic Shorthair,,Cat,98117
2018-02-27,Boris,107162,Domestic Shorthair,Mix,Cat,98109
2018-02-27,May,107164,Domestic Shorthair,Mix,Cat,98109
2018-02-27,Natasha,107163,Domestic Shorthair,Mix,Cat,98109
2018-02-27,Ziggy,141110,Snowshoe,Siamese,Cat,98103
2018-02-27,Maisie,83375,Domestic Shorthair,,Cat,98109
2018-02-27,,73709,Domestic Shorthair,,Cat,98136
2018-02-27,,73708,Domestic Shorthair,,Cat,98136
2018-02-27,Charlie,72565,Domestic Shorthair,,Cat,98117
2018-02-27,Ford,141084,Domestic Medium Hair,,Cat,98133
2018-02-27,Jack,141085,Domestic Shorthair,,Cat,98133
2018-02-27,Callie,111572,Domestic Shorthair,,Cat,98118
2018-02-27,Dali,83454,Domestic Shorthair,,Cat,98103
2018-02-27,Leo,109656,Domestic Shorthair,Mix,Cat,98121
2018-02-27,Olivia,109657,Domestic Shorthair,Mix,Cat,98121
2018-02-27,Sammy,141077,Domestic Shorthair,,Cat,98136
2018-02-27,Chester,77110,Domestic Shorthair,,Cat,98103
2018-02-27,Jeremy,74414,Domestic Shorthair,,Cat,98115
2018-02-27,Scout,111610,Domestic Shorthair,,Cat,98115
2018-02-27,Sammy,80206,Siamese,,Cat,98146
2018-02-27,Sweetie,80205,Siamese,,Cat,98146
2018-02-27,Betty,141056,Domestic Shorthair,,Cat,98103
2018-02-27,Fitz,141057,Domestic Medium Hair,Domestic Shorthair,Cat,98103
2018-02-27,Princess,68488,Domestic Shorthair,,Cat,98107
2018-02-27,Tiger,74399,Domestic Shorthair,,Cat,98114
2018-02-27,Davidson,111581,Domestic Medium Hair,,Cat,98102
2018-02-27,Bella,141004,American Shorthair,,Cat,98125
2018-02-27,Ziggy,141005,American Shorthair,,Cat,98125
2018-02-27,Ace,73742,Domestic Longhair,,Cat,98118
2018-02-27,Fermi Yao,141091,Domestic Shorthair,,Cat,98102
2018-02-27,Newton,141092,Domestic Shorthair,,Cat,98102
2018-02-27,Poncho,110571,Siamese,,Cat,98144
2018-02-27,Helo,83193,Balinese,,Cat,98103
2018-02-27,Zeus,139797,"Chihuahua, Short Coat",Mix,Dog,98108
2018-02-27,Bailey,139798,"Chihuahua, Short Coat",,Dog,98108
2018-02-27,Brodie,140070,"Terrier, American Pit Bull",Mix,Dog,98102
2018-02-27,Tucker,139799,"Retriever, Golden",,Dog,98199
2018-02-27,Lama,140071,"Spaniel, Tibetan",,Dog,98144
2018-02-27,Earl,443411,Hound,Beagle,Dog,98108
2018-02-27,Cooper,141024,Siberian Husky,Australian Shepherd,Dog,98112
2018-02-27,Maxwell,20167,"Poodle, Miniature",,Dog,98116
2018-02-27,Wendell,141083,"Bulldog, French",,Dog,98112
2018-02-27,Chase,114459,Hound,Mix,Dog,98122
2018-02-27,Otis,141471,Pug,,Dog,98105
2018-02-27,Yogi,141019,German Shepherd,Alaskan Husky,Dog,98106
2018-02-27,Leopold,141009,"Australian Shepherd, Miniature",,Dog,98115
2018-02-27,Poco Due,141054,Lagotto Romagnolo,,Dog,98103
2018-02-27,Mickey,127868,"Terrier, Jack Russell","Chihuahua, Short Coat",Dog,98102
2018-02-27,Tienko,141039,"Terrier, Jack Russell",,Dog,98126
2018-02-27,Teddy (Theodore),141035,"Terrier, Yorkshire","Poodle, Miniature",Dog,98108
2018-02-27,Redford,141051,"Retriever, Flat-Coated",,Dog,98199
2018-02-27,Ripley,141052,"Retriever, Golden",,Dog,98199
2018-02-27,Bigwig,141105,Beauceron,,Dog,98103
2018-02-27,Bentley,442903,"Retriever, Golden",,Dog,98115
2018-02-27,Phil,141096,"Dachshund, Miniature Smooth Haired",,Dog,98115
2018-02-27,Roy,141097,"Dachshund, Standard Long Haired",,Dog,98115
2018-02-27,Alfred,84077,"Retriever, Golden","Poodle, Standard",Dog,98115
2018-02-27,Dexter,111578,Terrier,,Dog,98103
2018-02-27,Timmy,111579,"Spaniel, English Cocker","Poodle, Miniature",Dog,98103
2018-02-27,Magnum,141080,Doberman Pinscher,"Pointer, German Shorthaired",Dog,98116
2018-02-27,Yogi Bear,83919,Havanese,,Dog,98115
2018-02-27,Gus,141060,"Retriever, Labrador",,Dog,98125
2018-02-27,Jackson,82117,Terrier,Beagle,Dog,98117
2018-02-27,Jake,141086,"Schnauzer, Miniature",,Dog,98105
2018-02-27,Happy,141064,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98105
2018-02-27,Banksy,127418,"Terrier, Boston",,Dog,98105
2018-02-27,Cooper,141026,"Retriever, Labrador",,Dog,98119
2018-02-27,Nike,139241,"Retriever, Labrador",Mix,Dog,98117
2018-02-27,Titan,112489,"Retriever, Labrador",,Dog,98117
2018-02-27,Teddy,109628,"Terrier, American Staffordshire",,Dog,98126
2018-02-27,Joey,141033,"Chihuahua, Short Coat",Terrier,Dog,98116
2018-02-27,Rocko,111941,Beagle,Basset Hound,Dog,98109
2018-02-27,Charlie Moose,141042,"Poodle, Miniature",,Dog,98119
2018-02-27,Oscar,85312,Pekingese,,Dog,98133
2018-02-27,Wilson,141012,Bernese Mountain Dog,,Dog,98112
2018-02-27,Maximus,108037,Shih Tzu,Bichon Frise,Dog,98144
2018-02-27,Oberon,141044,Greyhound,,Dog,98108
2018-02-27,Bodie,110781,Siberian Husky,Mix,Dog,98136
2018-02-27,Juneau,141062,German Shepherd,,Dog,98108
2018-02-27,Ozzie,71261,Australian Shepherd,,Dog,98115
2018-02-27,Frank,141003,"Retriever, Labrador",Boxer,Dog,98136
2018-02-27,Edward,729746,"Welsh Corgi, Pembroke",,Dog,98104
2018-02-27,Finnegan,111533,"Terrier, Soft Coated Wheaten",,Dog,98116
2018-02-27,Nero,131293,Shepherd,"Retriever, Labrador",Dog,98146
2018-02-27,Cooper,104058,"Spaniel, English Springer",,Dog,98122
2018-02-27,Simon,24123,"Retriever, Labrador",Pug,Dog,98107
2018-02-27,Yamato,82203,Great Dane,,Dog,98136
2018-02-27,Barkley,112438,"Bulldog, English",,Dog,98104
2018-02-27,Cai,71478,"Schnauzer, Standard",,Dog,98146
2018-02-27,Baxter,112447,"Schnauzer, Standard",,Dog,98178
2018-02-27,Brutus,141081,Boxer,,Dog,98104
2018-02-27,Eddie,82079,"Retriever, Golden",,Dog,98109
2018-02-27,Kenai,141063,Mix,Hound,Dog,98116
2018-02-27,Zeke,141082,Great Pyrenees,Australian Shepherd,Dog,98106
2018-02-27,Mickey,111626,"Bulldog, French",,Dog,98109
2018-02-27,Ajax,216689,"Retriever, Labrador",,Dog,98133
2018-02-27,Eddie,81834,"Terrier, Border",Mix,Dog,98122
2018-02-27,Cazaril,84018,Border Collie,Great Pyrenees,Dog,98108
2018-02-27,Milo,586485,"Bulldog, English",Boxer,Dog,98117
2018-02-27,Bridger Tatanka Snyder,141099,Chow Chow,Australian Shepherd,Dog,98117
2018-02-27,Reese Gilbert,141016,"Poodle, Standard","Retriever, Golden",Dog,98125
2018-02-27,Waffles,78685,"Retriever, Golden",,Dog,98136
2018-02-27,O'Malley,81547,Havanese,,Dog,98116
2018-02-27,Sweetie-Pie,84113,"Terrier, Yorkshire",,Dog,98116
2018-02-27,Jack,112507,"Schnauzer, Miniature","Terrier, Silky",Dog,98103
2018-02-27,Lunchbox,141037,"Bulldog, French",Pug,Dog,98107
2018-02-27,Rebel,141065,"Retriever, Labrador",Catahoula Leopard dog,Dog,98102
2018-02-27,Barney,141102,"Retriever, Labrador","Poodle, Standard",Dog,98136
